Date,Open,High,Low,Close,Volume
2024-06-27 03:00:00,28.6408,28.782,28.4907,28.632,15015600
2024-06-28 03:00:00,28.6673,28.7202,28.2877,28.6055,28992100
2024-07-01 03:00:00,28.579,28.8261,28.3936,28.4554,15617100
2024-07-02 03:00:00,28.4907,28.8261,28.4466,28.8261,30447800
2024-07-03 03:00:00,29.0026,29.3822,28.9144,29.0026,25232900
2024-07-04 03:00:00,29.2763,29.338,29.038,29.0468,10038200
2024-07-05 03:00:00,29.1262,29.1968,28.782,29.0644,16825500
2024-07-08 03:00:00,28.9762,29.1262,28.7732,29.0115,17394700
2024-07-09 03:00:00,28.8967,29.2145,28.729,29.2145,16794100
2024-07-10 03:00:00,29.2851,29.5499,29.2145,29.5234,34365600
2024-07-11 03:00:00,29.5234,29.7087,29.4616,29.6999,19611900
2024-07-12 03:00:00,29.6999,29.7352,29.4087,29.5322,22058200
2024-07-15 03:00:00,29.5675,29.7176,29.4616,29.647,19714400
2024-07-16 03:00:00,29.6205,29.8764,29.5852,29.8235,19471900
2024-07-17 03:00:00,29.7617,30.2295,29.6646,30.15,16329000
2024-07-18 03:00:00,30.0706,30.1942,29.8058,30.0088,15688400
2024-07-19 03:00:00,30.1412,30.556,30.0618,30.2383,23779800
2024-07-22 03:00:00,30.256,30.406,30.1589,30.2207,12397200
2024-07-23 03:00:00,30.1942,30.3619,30.0971,30.1765,16920900
2024-07-24 03:00:00,30.2736,30.3001,30.053,30.1324,15775600
2024-07-25 03:00:00,30.0706,30.1942,29.8676,30.0,19825200
2024-07-26 03:00:00,29.9382,30.3089,29.9382,30.2207,11181500
2024-07-29 03:00:00,30.256,30.5472,30.2295,30.4413,15134500
2024-07-30 03:00:00,30.3795,30.459,30.1324,30.3266,17627800
2024-07-31 03:00:00,30.2383,30.3707,29.8764,29.9029,25302400
2024-08-01 03:00:00,30.0265,30.1147,29.3645,29.4528,22633900
2024-08-02 03:00:00,29.5587,29.6028,28.9409,29.0821,24143700
2024-08-05 03:00:00,28.6408,29.1527,28.5525,29.0821,26510800
2024-08-06 03:00:00,29.135,29.9559,29.135,29.7264,25812000
2024-08-07 03:00:00,30.053,30.1677,29.188,29.8058,40658900
2024-08-08 03:00:00,29.8764,30.1324,29.6028,29.6999,19625300
2024-08-09 03:00:00,29.8323,30.5031,29.7882,30.5031,24139400
2024-08-12 03:00:00,30.6002,30.7326,30.4237,30.5472,20965400
2024-08-13 03:00:00,30.759,31.4122,30.6355,31.4122,39538900
2024-08-14 03:00:00,31.4122,32.4625,31.4122,32.1889,54240500
2024-08-15 03:00:00,32.3654,32.7361,32.2683,32.7008,32635900
2024-08-16 03:00:00,32.8685,33.0891,32.3389,32.4272,34482800
2024-08-19 03:00:00,32.5508,32.8861,32.4625,32.6214,22266300
2024-08-20 03:00:00,32.6567,32.9744,32.4272,32.8597,15760400
2024-08-21 03:00:00,32.9479,32.9921,32.5772,32.7273,14132800
2024-08-22 03:00:00,32.0565,32.436,32.0388,32.4272,21460900
2024-08-23 03:00:00,32.4713,32.7008,32.1006,32.1801,21749000
2024-08-26 03:00:00,32.2418,32.3389,32.0035,32.2507,14399100
2024-08-27 03:00:00,32.2418,32.4007,32.0653,32.286,14639700
2024-08-28 03:00:00,32.0918,33.0715,31.9771,32.9832,31881300
2024-08-29 03:00:00,32.8244,32.9921,32.6214,32.6214,22221200
2024-08-30 03:00:00,32.5066,32.6302,32.1359,32.3919,61647300
2024-09-02 03:00:00,32.2771,32.3919,32.0741,32.1183,10168000
2024-09-03 03:00:00,32.2065,32.6478,32.0918,32.639,15736300
2024-09-04 03:00:00,32.7891,33.3539,32.6743,32.8685,20311300
2024-09-05 03:00:00,32.9214,33.1862,32.7802,33.0803,11564300
2024-09-06 03:00:00,33.1686,33.1686,32.5419,32.6125,15938900
2024-09-09 03:00:00,32.6743,33.0538,32.6302,32.9303,13666700
2024-09-10 03:00:00,32.7008,32.9921,32.6743,32.9303,13327400
2024-09-11 03:00:00,32.9921,33.1333,32.7802,32.9921,19666600
2024-09-12 03:00:00,32.842,32.9038,32.3919,32.6302,14394900
2024-09-13 03:00:00,32.7979,32.9479,32.286,32.6655,20220400
2024-09-16 03:00:00,32.7096,32.8508,32.5066,32.6567,10814500
2024-09-17 03:00:00,32.5772,32.639,32.3566,32.5772,17636100
2024-09-18 03:00:00,32.5243,32.6831,32.2683,32.3919,16508200
2024-09-19 03:00:00,32.4801,32.5508,32.1006,32.3036,23841600
2024-09-20 03:00:00,32.0565,32.1977,31.6946,31.7123,30640100
2024-09-23 03:00:00,31.5446,31.7564,31.3945,31.5269,15333800
2024-09-24 03:00:00,31.8182,32.0653,31.3504,31.5181,24014400
2024-09-25 03:00:00,31.5799,31.9241,31.5799,31.9153,21696900
2024-09-26 03:00:00,32.2154,32.5596,32.0741,32.3213,37598800
2024-09-27 03:00:00,32.2507,32.5331,32.233,32.4448,27723900
2024-09-30 03:00:00,32.3036,32.6567,31.8711,31.8711,25147200
2024-10-01 03:00:00,32.0035,32.0477,31.271,31.3327,26606300
2024-10-02 03:00:00,31.6593,32.0035,31.3504,31.5269,20768200
2024-10-03 03:00:00,31.0856,31.1739,30.5825,30.7502,31509700
2024-10-04 03:00:00,30.6178,31.015,30.5649,30.812,15482400
2024-10-07 03:00:00,31.068,31.1739,30.759,31.015,23310400
2024-10-08 03:00:00,30.8297,31.3504,30.8032,31.2004,23103400
2024-10-09 03:00:00,30.9885,31.068,30.5649,30.6267,20924100
2024-10-10 03:00:00,30.6355,30.865,30.5119,30.7944,20487100
2024-10-11 03:00:00,30.7414,30.865,30.4943,30.5649,16965500
2024-10-14 03:00:00,30.662,30.9532,30.556,30.759,14436100
2024-10-15 03:00:00,30.8032,31.165,30.6531,31.1121,28801300
2024-10-16 03:00:00,31.1121,31.1297,30.759,30.9267,34988700
2024-10-17 03:00:00,30.6178,31.271,30.4854,30.9885,19691800
2024-10-18 03:00:00,31.068,31.2268,30.9091,31.1386,15607200
2024-10-21 03:00:00,31.2357,31.2621,30.8914,30.9797,14892400
2024-10-22 03:00:00,30.8914,31.1121,30.7237,31.0327,21933400
2024-10-23 03:00:00,30.9003,31.2445,30.8914,31.2268,15353400
2024-10-24 03:00:00,31.2268,31.624,31.1474,31.5093,21391700
2024-10-25 03:00:00,31.5093,31.5799,31.0856,31.1562,15339600
2024-10-28 03:00:00,31.4563,31.6946,31.3239,31.5357,10533000
2024-10-29 03:00:00,31.6505,31.7211,31.2004,31.2004,11672800
2024-10-30 03:00:00,31.1915,31.4122,31.0062,31.1121,10662900
2024-10-31 03:00:00,31.1121,31.4298,30.9091,30.9091,20077800
2024-11-01 03:00:00,30.8914,31.1562,30.7061,30.7237,22751600
2024-11-04 03:00:00,31.0062,31.3681,30.7944,31.1386,20499900
2024-11-05 03:00:00,31.5093,32.3477,31.421,32.0741,52524800
2024-11-06 03:00:00,31.6593,32.1536,31.3504,31.9241,38887000
2024-11-07 03:00:00,31.8888,32.1977,31.3857,31.4563,14842300
2024-11-08 03:00:00,30.9532,31.218,30.7855,30.962,23166300
2024-11-11 03:00:00,30.8561,31.2621,30.812,30.9974,18250400
2024-11-12 03:00:00,31.0238,31.1386,30.5914,30.6267,23469800
2024-11-13 03:00:00,30.7149,30.759,30.2736,30.4678,26218900
2024-11-14 03:00:00,30.406,30.5472,30.1589,30.3795,30896800
2024-11-18 03:00:00,30.3442,30.5119,30.203,30.2736,18502200
2024-11-19 03:00:00,30.2736,30.6267,30.15,30.5472,15904500
2024-11-21 03:00:00,30.2207,30.3884,30.0177,30.0177,25355200
2024-11-22 03:00:00,30.3619,30.3619,29.9559,30.1059,12832500
2024-11-25 03:00:00,30.0883,30.1942,29.9823,30.0971,23845800
2024-11-26 03:00:00,30.1853,31.0327,30.1589,30.6708,26712200
2024-11-27 03:00:00,30.609,30.759,29.7617,29.9206,23668200
2024-11-28 03:00:00,29.8058,29.8588,28.7996,28.8438,39103200
2024-11-29 03:00:00,28.9144,29.0644,28.4025,28.7732,36814900
2024-12-02 03:00:00,28.5878,28.8173,28.2436,28.3495,22086700
